brand,model,screen_size,color,harddisk,cpu,ram,OS,special_features,graphics,graphics_coprocessor,cpu_speed,rating,Price,Sale Product Count,Total Sales,Total Stock
Dell,Precision 7780 Laptop,17 Inches,Silver,512 GB,Core i7,64 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,," $1,887.62 ",18,33977.16,410
Dell,Vostro 7620 Laptop,16 Inches,Black,512 GB,Core i7,16 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 3050,,,," $1,019.00 ",45,45855,192
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5, $589.99 ,24,14159.76,114
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5, $627.99 ,24,15071.76,150
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1," $1,099.99 ",13,14299.87,142
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,," $1,699.00 ",53,90047,466
Dell,Latitude 3540 Laptop,15.6 Inches,Black,256 GB,Core i5,16 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,," $2,508.39 ",27,67726.53,463
Dell,Alienware m16 Laptop,16 Inches,Black,4000 GB,Core i9,64 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 4090,,,, $389.99 ,32,12479.68,135
Dell,Latitude 7440 2-in-1,14 Inches,Black,256 GB,Core i5,16 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,, $589.99 ,33,19469.67,274
HP,15-DY200,15.6 Inches,Natural Silver,1 TB,Core i5 Family,16 GB,Windows 10 Pro,"Fingerprint Reader, HD Audio, Anti Glare Coating, Memory Card Slot, Numeric Keypad",Integrated,,,," $2,617.36 ",64,167511.04,437
Dell,Precision 3570 Laptop,15.6 Inches,Silver,512 GB,Core i7,16 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia Quadro T550,,,, $999.00 ,38,37962,439
Dell,XPS 9530 Laptop,15.6 Inches,Platinum Silver,4000 GB,Core i9,64 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 4070,,,, $999.99 ,54,53999.46,292
Dell,Precision 3580 Laptop,15.6 Inches,Silver,512 GB,Core i7,64 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,, $459.99 ,59,27139.41,164
Dell,Alienware m18 Laptop,18 Inches,Dark Metallic Moon,1000 GB,Core i9,64 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 4070,,,, $999.99 ,18,17999.82,429
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,256 GB,Core i5,64 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,, $980.99 ,39,38258.61,497
Dell,XPS 9530 Laptop,15.6 Inches,Platinum Silver,512 GB,Core i7,16 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX 4070,,,," $3,699.99 ",26,96199.74,365
Dell,Latitude 5520 Laptop,15.6 Inches,Black,4000 GB,Core i7,64 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,," $2,098.99 ",53,111246.47,240
Dell,Precision 3480 Laptop,14 Inches,Silver,1000 GB,Core i7,64 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,," $2,020.99 ",30,60629.7,451
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5, $94.98 ,59,5603.82,245
HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.7, $389.99 ,14,5459.86,158
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4, $399.99 ,14,5599.86,416
Dell,Latitude 9420 2-in-1,14 Inches,Black,256 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,, $979.00 ,58,56782,518
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,1000 GB,Core i5,32 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,, $389.99 ,34,13259.66,416
Dell,Latitude 3520 Laptop,15.6 Inches,Black,1000 GB,Core i5,8 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,, $988.99 ,16,15823.84,361
Dell,Latitude 5420 Laptop,14 Inches,Black,256 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,," $1,288.88 ",35,45110.8,387
Dell,Vostro 3510 Laptop,15.6 Inches,Black,1000 GB,Core i7,32 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,," $1,697.23 ",14,23761.22,488
Dell,Latitude 5530 Laptop,15.6 Inches,Black,512 GB,Core i7,,Windows 11 Pro,,Integrated,Intel Integrated Graphics,1.8 GHz,, $849.99 ,16,13599.84,394
Dell,Alienware X16 Laptop,16 Inches,Silver,2000 GB,Core i9,32 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 4090,,,, $160.00 ,62,9920,461
Dell,Latitude 5520 Laptop,15.6 Inches,Black,4000 GB,Core i7,32 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,, $999.99 ,22,21999.78,305
Dell,Alienware X16 Laptop,16 Inches,Silver,1000 GB,Core i9,32 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 4090,,,, $389.99 ,32,12479.68,141
Dell,G16 7620 Laptop,16 Inches,Black,512 GB,Core i7,16 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 3050 Ti,,,, $299.00 ,22,6578,348
Dell,Inspiron 3502 Laptop,15.6 Inches,Black,256 GB,Celeron,12 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,," $1,599.00 ",60,95940,307
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5, $389.99 ,49,19109.51,464
ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,," $1,773.99 ",62,109987.38,289
DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,," $1,058.99 ",33,34946.67,170
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5, $389.99 ,46,17939.54,371
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1," $3,769.00 ",44,165836,539
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,, $589.99 ,46,27139.54,308
Dell,Latitude 5520 Laptop,15.6 Inches,Black,256 GB,Core i5,8 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,, $389.99 ,37,14429.63,438
Dell,Latitude 3520 Laptop,15.6 Inches,,2000 GB,Core i5,,Windows 11 Pro,,,,,, $999.99 ,62,61999.38,318
Dell,Latitude 5520 Laptop,15.6 Inches,Black,4000 GB,Core i7,16 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,," $1,169.77 ",57,66676.89,295
Dell,Latitude 5420 Laptop,14 Inches,Black,1000 GB,Core i5,32 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,, $999.99 ,34,33999.66,287
Dell,Latitude 3520 Laptop,15.6 Inches,Black,2000 GB,Core i5,64 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,, $389.99 ,43,16769.57,336
Dell,Latitude 5320 2-in-1,13.3 Inches,Black,256 GB,Core i7,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,, $224.96 ,16,3599.36,224
Dell,Latitude 5520 Laptop,15.6 Inches,Black,256 GB,Core i7,16 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,, $389.99 ,57,22229.43,168
Dell,Precision 7560 Laptop,15.6 Inches,Silver,2000 GB,Core i7,64 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia T1200,,,, $996.99 ,62,61813.38,530
Dell,G15 Gaming 5525,15.6 Inches,Phantom Grey,1 TB,AMD Ryzen 7,32 GB,Windows 11 Home,"HD Audio, Backlit Keyboard, Anti Glare Coating, Numeric Keypad",Dedicated,,,, $389.99 ,53,20669.47,317
Dell,G16 7620 Laptop,16 Inches,Black,1000 GB,Core i7,16 GB,Windows 10 Home,Wifi & Bluetooth,Nvidia GeForce RTX 3060,,,," $1,699.00 ",37,62863,125
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5," $1,241.46 ",29,36002.34,447
HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.7," $1,021.99 ",42,42923.58,322
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4," $1,284.99 ",50,64249.5,224
Dell,Vostro 3520 Laptop,15.6 Inches,Black,512 GB,Core i7,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,," $1,779.49 ",28,49825.72,329
Dell,Vostro 3510 Laptop,15.6 Inches,Black,1000 GB,Core i7,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,, $683.99 ,28,19151.72,496
MSI,Thin GF63 12VE,15.6 Inches,Black,2 TB,Core i7 Family,48 GB,Windows 11 Pro,"HD Audio, Backlit Keyboard, Anti Glare Coating",Dedicated,,,, $508.74 ,39,19840.86,306
Dell,Latitude 3520 Laptop,15.6 Inches,Black,1000 GB,Core i5,8 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,," $1,699.00 ",47,79853,148
Acer,Acer Nitro 5 AN515,15.6 Inches,Obsidian Black,1 TB,Core i7 Family,32 GB,Windows 11 Home,"HD Audio, Backlit Keyboard, Anti Glare Coating, Numeric Keypad",Dedicated,,,, $459.99 ,15,6899.85,310
MSI,Raider GE76,17.3 Inches,Titanium Blue,1 TB,Core i7 Family,64 GB,Windows 10 Home,"HD Audio, Backlit Keyboard, Anti Glare Coating, Memory Card Slot, Numeric Keypad",Dedicated,,,," $2,954.63 ",25,73865.75,434
Dell,Alienware X16 Laptop,16 Inches,Silver,2000 GB,Core i9,32 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX 4090,,,," $1,548.38 ",12,18580.56,96
Dell,Latitude 5520 Laptop,15.6 Inches,Black,1000 GB,Core i7,32 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,," $1,324.31 ",20,26486.2,329
Dell,Inspiron 5410 Laptop,14 Inches,"Grey, Platinum Silver",128 GB,Core i7,4 GB,Windows 10 Pro,Wifi & Bluetooth,Integrated,,,," $1,376.99 ",19,26162.81,345
Dell,Precision 7770 Laptop,17.3 Inches,Silver,1000 GB,Core i7,16 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia RTX A3000,,,, $899.99 ,13,11699.87,402
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5," $1,799.00 ",39,70161,169
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5," $1,231.99 ",24,29567.76,350
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1," $1,558.96 ",62,96655.52,399
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,, $589.99 ,15,8849.85,487
Dell,XPS 9510 Laptop,15.6 Inches,Platinum Silver,512 GB,Core i7,64 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 3050 Ti,,,," $2,301.99 ",53,122005.47,467
Lenovo,Lenovo ThinkBook 13s G4 IAP,13.3 Inches,Arctic Grey,512 GB,Core i7 Family,16 GB,Windows 10 Pro,"Fingerprint Reader, HD Audio, Backlit Keyboard",Integrated,,,, $739.99 ,63,46619.37,196
Lenovo,Yoga 7 82QG,16 Inches,Arctic Grey,512 GB,Core i7 Family,16 GB,Windows 11 Home,"Fingerprint Reader, HD Audio, Backlit Keyboard, Memory Card Slot, Numeric Keypad",Integrated,,,, $459.99 ,40,18399.6,417
Dell,XPS 9320 Laptop,13.4 Inches,Gray,1000 GB,Core i7,16 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,, $820.99 ,46,37765.54,282
Dell,Precision 5770 Laptop,17 Inches,Silver,1000 GB,Core i7,64 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia RTX A3000,,,," $1,599.00 ",18,28782,162
Dell,Alienware m18 Laptop,18 Inches,Dark Metallic Moon,1000 GB,Core i9,32 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX 4060,,,," $1,354.99 ",51,69104.49,546
Dell,Latitude 5520 Laptop,15.6 Inches,Black,4000 GB,Core i7,64 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,, $838.70 ,28,23483.6,395
Dell,Latitude 5520 Laptop,15.6 Inches,Black,512 GB,Core i7,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,," $4,274.55 ",40,170982,396
Dell,Latitude 3520 Laptop,15.6 Inches,Black,1000 GB,Core i7,64 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,, $899.99 ,20,17999.8,419
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,2000 GB,Core i5,32 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,, $928.68 ,43,39933.24,407
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5," $1,347.47 ",22,29644.34,110
HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.7, $389.99 ,29,11309.71,417
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5," $1,626.99 ",17,27658.83,144
Dell,Latitude 5420 Laptop,14 Inches,Black,512 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,, $459.99 ,34,15639.66,150
Dell,Latitude 3520 Laptop,15.6 Inches,Black,1000 GB,Core i7,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,, $298.70 ,48,14337.6,238
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,1000 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,, $589.99 ,50,29499.5,426
Dell,Vostro 3510 Laptop,15.6 Inches,Black,256 GB,Core i5,4 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,," $1,788.99 ",52,93027.48,485
Dell,XPS 9510 Laptop,15.6 Inches,Platinum Silver,8000 GB,Core i9,32 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce GTX 1650 Ti,,,," $1,399.95 ",58,81197.1,492
Dell,Latitude 3540 Laptop,15.6 Inches,Black,256 GB,Core i5,16 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,, $389.99 ,57,22229.43,502
Dell,XPS 9320 Laptop,13.4 Inches,Gray,512 GB,Core i7,32 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,," $1,455.66 ",25,36391.5,140
LENOVO,Legion Pro 5,16 Inches,Onyx grey,1 TB,Intel Core i9,48 GB,Windows 11 Home,"High Definition Audio, Backlit Keyboard, Anti Glare Coating, Numeric Keypad",Dedicated,,,, $899.99 ,28,25199.72,483
Dell,Latitude 3520 Laptop,15.6 Inches,Black,2000 GB,Core i5,32 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,," $1,549.00 ",44,68156,208
Dell,Latitude 7420 2-in-1,14 Inches,Black,1000 GB,Core i7,32 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,, $637.99 ,39,24881.61,353
Dell,Latitude 7320 Laptop,13.3 Inches,Black,256 GB,Core i5,16 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,, $179.55 ,23,4129.65,207
Dell,Latitude 5420 Laptop,14 Inches,Black,1000 GB,Core i5,8 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,," $2,316.99 ",53,122800.47,168
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4," $1,889.99 ",55,103949.45,189
DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,," $1,999.00 ",30,59970,166
ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,," $1,099.00 ",60,65940,392
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5, $270.28 ,54,14595.12,329
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1, $981.99 ,57,55973.43,326
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,," $1,699.00 ",60,101940,230
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5," $1,168.52 ",53,61931.56,190
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1," $1,449.81 ",27,39144.87,245
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,, $659.99 ,29,19139.71,140
Dell,Precision 7770 Laptop,17.3 Inches,Silver,1000 GB,Core i9,16 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia RTX A1000,,,, $899.99 ,20,17999.8,269
Lenovo,Yoga 7,15.6 Inches,Dark Moss,4 TB,Core i7 Family,12 GB,Windows 10 Pro,"Fingerprint Reader, HD Audio, Backlit Keyboard, Numeric Keypad",Integrated,,,," $1,046.99 ",18,18845.82,257
Dell,Inspiron 15 3525,15.6 Inches,Platinum Silver,2 TB,AMD Ryzen 7,64 GB,Windows 10 Pro,"Fingerprint Reader, HD Audio, Anti Glare Coating, Memory Card Slot, Numeric Keypad",Dedicated,,,, $459.99 ,18,8279.82,391
Dell,Precision 7780 Laptop,17 Inches,Silver,1000 GB,Core i7,32 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,, $389.99 ,32,12479.68,313
Dell,Latitude 5440 Laptop,14 Inches,Black,512 GB,Core i7,16 GB,Windows 11 Home,Wifi & Bluetooth,Dedicated,,,," $1,699.00 ",42,71358,338
Dell,Latitude 3520 Laptop,15.6 Inches,Black,512 GB,Core i5,32 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,, $639.99 ,64,40959.36,361
Dell,Latitude 3520 Laptop,15.6 Inches,Black,4000 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,, $999.99 ,56,55999.44,447
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,512 GB,Core i5,64 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,, $459.99 ,21,9659.79,197
Dell,XPS 9510 Laptop,15.6 Inches,Platinum Silver,512 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,, $589.99 ,60,35399.4,375
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,2000 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,, $589.99 ,16,9439.84,266
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5, $389.99 ,25,9749.75,115
HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.7, $959.99 ,46,44159.54,209
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4, $885.99 ,26,23035.74,406
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,1000 GB,Core i5,8 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,," $1,495.99 ",56,83775.44,211
Dell,Latitude 3520 Laptop,15.6 Inches,Black,4000 GB,Core i7,16 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,, $319.00 ,38,12122,349
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,1000 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,," $1,049.99 ",16,16799.84,123
acer,Nitro 17,17.3 Inches,Obsidian Black,4 TB,Ryzen 7,64 GB,Windows 10 Pro,"HD Audio, Backlit Keyboard, Anti Glare Coating, Memory Card Slot, Numeric Keypad",Dedicated,,,," $3,431.25 ",50,171562.5,493
Dell,Latitude 7420 Laptop,14 Inches,Black,2000 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,," $2,790.04 ",27,75331.08,406
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,512 GB,Core i5,32 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,," $1,729.98 ",15,25949.7,331
Dell,Latitude 3520 Laptop,15.6 Inches,Black,4000 GB,Core i5,64 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,, $244.00 ,12,2928,223
Dell,Latitude 7420 Laptop,14 Inches,,1000 GB,Core i5,16 GB,Windows 11 Home,,Integrated,,,, $204.95 ,37,7583.15,245
Dell,XPS 9530 Laptop,15.6 Inches,Platinum Silver,4000 GB,Core i7,32 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 4070,,,, $247.05 ,64,15811.2,339
Dell,Inspiron 3501 Laptop,15.6 Inches,Black,128 GB,Core i5,4 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,," $1,357.99 ",63,85553.37,280
Dell,Latitude 9420 Laptop,14 Inches,Black,256 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,, $589.99 ,12,7079.88,191
Dell,Latitude 5420 Laptop,14 Inches,Black,1000 GB,Core i7,16 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,," $1,670.17 ",29,48434.93,222
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5, $425.99 ,59,25133.41,525
ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,, $589.99 ,49,28909.51,405
DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,," $1,699.00 ",18,30582,170
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5, $999.99 ,64,63999.36,273
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1," $1,457.99 ",19,27701.81,295
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,," $3,182.99 ",60,190979.4,360
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,500 GB,Core i5,8 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,," $2,299.00 ",36,82764,533
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,4000 GB,Core i5,32 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,," $1,599.00 ",50,79950,134
Dell,Latitude 7420 Laptop,14 Inches,Black,1000 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,, $899.99 ,40,35999.6,265
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,6000 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,, $535.99 ,59,31623.41,287
Dell,Latitude 5520 Laptop,15.6 Inches,Black,256 GB,Core i7,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,, $939.99 ,44,41359.56,256
Dell,Latitude 3520 Laptop,15.6 Inches,Black,512 GB,Core i5,32 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,, $459.99 ,51,23459.49,400
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5," $2,439.99 ",39,95159.61,171
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1," $1,183.99 ",20,23679.8,507
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,, $589.99 ,51,30089.49,306
Dell,Latitude 5420 Laptop,14 Inches,Black,128 GB,Core i5,4 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,, $254.98 ,14,3569.72,129
Dell,Latitude 9520 Laptop,15 Inches,Black,512 GB,Core i7,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,, $395.00 ,34,13430,338
Dell,Latitude 7320 Laptop,13.3 Inches,Black,256 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,, $389.99 ,48,18719.52,456
Dell,Latitude 5420 Laptop,14 Inches,Black,512 GB,Core i5,32 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,," $1,125.99 ",50,-   ,
Dell,Latitude 7420 Laptop,14 Inches,,2000 GB,Core i5,,Windows 11 Home,,,,,," $1,328.99 ",24,39521.79,
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,2000 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,, $714.99 ,50,45873,
Dell,Precision 7770 Laptop,17.3 Inches,Silver,1000 GB,Core i5,32 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia RTX A5500,,,," $3,176.99 ",21,71128.85,
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5," $1,599.00 ",31,24569.37,
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1," $1,699.00 ",49,50799,
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,, $589.99 ,40,56999.43,
Dell,Precision 7560 Laptop,15.6 Inches,Silver,512 GB,Core i7,16 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia T1200,,,," $2,126.99 ",22,59963.28,
Dell,Latitude 3520 Laptop,15.6 Inches,Black,512 GB,Core i5,32 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,, $953.82 ,44,32281,
Dell,Latitude 3520 Laptop,15.6 Inches,Black,512 GB,Core i7,8 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,," $1,584.99 ",17,39535.84,
